name,bio
Boris_Pasternak,"Boris Pasternak was born in Moscow on February 10, 1890 into an
artistic family of Russian-Jewish heritage. His father was an acclaimed
artist named Leonid Pasternak, who converted to Christianity, and his
mother was a renown concert pianist named Rosa Kaufman. Their home was
open to family friends such as composers Sergei Rachmaninoff and Aleksandr Skryabin as well as
writers Rilke and Lev Tolstoy. Pasternak had a happy childhood, being
brought up by prominent intellectuals in a cosmopolitan atmosphere. He
studied music at the Moscow Conservatory and philosophy at the
University of Marburg, Germany. In 1914 he returned to Moscow and
published his first collection of poems. His work at a chemical factory
in the Urals during WWI was later used as material for his novel
""Doctor Zhivago"".In 1917 he fell in love with a Jewish girl and wrote ""My Sister Life"",
a collection of passionate metaphoric poems that brought him
international recognition and had an impact upon Russian Symbolist and
Futurist poetry. Pasternak cautiously supported the Russian revolution,
but was shocked with the brutality of communists. His parents and
sisters emigrated to Europe in 1921. During the ""Great Terror"" of
1930s, Pasternak became disillusioned with the Soviet reality. He came
under severe political attack and devoted himself to making
translations of classic works: Shakespeare's ""Hamlet"", ""Macbeth"", ""King
Lear"", Goethe's ""Faust"", as well as Paul Verlaine, Rainer Maria Rilke
and other Western poets. His translations of Georgian poets favored by
Joseph Stalin probably saved his life. Stalin spoke with Pasternak in 1934
over the phone, and questioned his association with poet Osip
Mandelstam, who was executed upon Stalin's order. Later Stalin crossed
Pasternak's name off the arrest list, quoted as saying ""Don't touch
this cloud dweller"", alluding to his book ""The Twin in the Clouds"".During 1940s-50s Pasternak wrote his autobiographic novel ""Doctor
Zhivago"". A model for Lara in the novel was the poet's muse, beautiful
and kind Olga Iwinskaja, an editor at ""Novy Mir"" magazine. In 1949, when she
was pregnant by Pasternak, she was arrested by KGB on false accusations
of ""spying"" and spent 4 years in prison-camp. Their unborn baby was
lost, and Pasternak suffered a heart attack. After the death of Joseph
Stalin in 1953, Olga Iwinskaja was released and reunited with
Pasternak, who completed ""Doctor Zhivago"". He tried to publish it in
the Soviet magazine ""Novy Mir"", but was rejected. The manuscript of
""Doctor Zhivago"" was secretly smuggled out of the Soviet Union and was
first published in Italy in 1957.Pasternak was awarded the Nobel Prize for Literature in 1958. But
Soviet authorities declared him a ""traitor"" and attacked him with a
campaign of persecution, terrorizing Pasternak up until his death in
1960. He was so abused by the Soviet authorities, that he became unable
to go to accept the Nobel Prize and was forced to decline the honor. He
lived the life of fear and insecurity that was imposed upon him and
millions of others under the Soviet totalitarian system. He ended his
life in poverty and a virtual exile in an artist's community of
Peredelkino near Moscow. His last poems are devoted to love, to
freedom, and to reconciliation with God. Pasternak was rehabilitated
posthumously in 1987. In 1988, after being banned in the Soviet Union
for three decades, ""Doctor Zhivago"" was published in the same ""Novy
Mir"" magazine as a sign of changing times. In 1989 Pasternak's son
accepted his father's Nobel Prize medal in Stockholm."
Federico_Garcia_Lorca,"Federíco Garcia Lorca was born in the south of Spain (Andalusia) in
1898 and soon became the region's most famous artist. A poet,
playwright, artist, musician and lecturer, he wrote groundbreaking
plays such as 'Blood Wedding' and 'Yerma'. His support of the Spanish
Republic in the 1930s led to his execution in 1936."
Pablo_Neruda,"Pablo Neruda was the pseudonym of Chilean poet Ricardo Neftali Reyes
Basualto. He was born in Parral, a little town in central Chile, but
his family moved to Temuco City when he was just a few months old. It
was there he showed interest in poetry and made his early works, and
where he picked ""Pablo Neruda"" as a pseudonym because his father did
not approve of his writing.Neruda He is considered one of the greatest Spanish-language poets of
the 20th century. He is called ""The Poet of Love"" because his poetry is
sensual and sometimes very erotic. He was the honorary Chilean consul
in Burma, Ceylon, Java, Singapore, Buenos Aires, Barcelona and Madrid.
In 1943 he returned to Chile but left in 1949 because Chilean President
Gabriel Gonzalez Videla was after him for political reasons. From
1949-52 he lived in exile in different European countries. He was also
known as an outspoken Communist. he died in Santiago, Chile, a few days
after the military coup in which his friend
Salvador Allende, the first socialist
to have been democratically elected in Latin America, was toppled and
later murdered."
Borges,Borges is known for Mil Adultérios (1910).
Beaumarchais,"Beaumarchais was born on 24 January 1732 in Paris, France. Beaumarchais was a writer, known for Правила игры (1939), El barbero de Sevilla (1938) and Свадьба Фигаро (1949). Beaumarchais was married to Marie-Thérèse Willermawlaz, Geneviève Wattebled Lévêque and Madeleine Aubertin. Beaumarchais died on 18 May 1799 in Paris, France."
Naguib_Mahfouz,"Naguib Mahfouz was born on 11 December 1911 in Cairo, Egypt. He was a writer, known for El Fetewa (1957), El wahsh (1954) and El tarik el masdud (1958). He was married to Atiyyatallah Ibrahim. He died on 30 August 2006 in Cairo, Egypt."
Ursula_K_Le_Guin,"Ursula K. Le Guin was born on 21 October 1929 in Berkeley, California, USA. She was a writer, known for Сказания Земноморья (2006), Резец небесный (1980) and The Telling. She was married to Charles A. Le Guin. She died on 22 January 2018 in Portland, Oregon, USA."
Nikolay_Gogol,"Nikolai (Mykola) Gogol was a Russian humorist, dramatist, and novelist of Ukrainian origin.
His ancestors were bearing the name of Gogol-Janovsky and claimed
belonging to the upper class Polish Szlachta. Gogol's father, a
Ukrainian writer living on his old family estate, had five other
children. He died when the Gogol was 15. Young Gogol was fond of the
drama class at his high school in Nezhin, Ukraine. He was strongly
influenced by his religious mother, as well as by the enchanting beauty
of the Ukrainian folklore. He also called himself a ""free Cossac"".At age 18 Gogol moved to St. Petersburg, became a student, and later a
professor of history at the St. Petersburg University. His short
stories, set in St. Petersburg, became a success. His play ""Revizor""
(1836, The Inspector General) had its premiere in St. Petersburg
attended by the Tzar Nickolai I. But it also made him many powerful
enemies who hated his satire on the corrupt Russian society. It was his
friend Alexander Pushkin who suggested to him the subject for ""Revizor"". Pushkin
also suggested the main idea of ""The Dead Souls"" (1842), a bitter
satirical story of a crook, who was buying the names of dead surfs from
various greedy landlords, for a tax-evasion scheme. In his other famous
story ""Shinel"" (1842, The Overcoat) a poor clerk is intimidated both by
thieves and by the government. Gogol's discontent against the slavery
and social injustices in Russia caused him trouble. He escaped to
Europe for 12 years, returning to Russia briefly to publish the 1st
part of ""The Dead Souls"".His religious beliefs were used by the State-controlled Orthodox Church
to place guilt on him and to cause interruption of his literary work.
In 1848 he made a pilgrimage to Jerusalem. After his return to Russia,
he settled in Moscow, where he fell under the control of the fanatical
Orthodox priest, Konstantinovskii, who demanded that Gogol quit writing
and destroy the manuscript of the 2nd part of ""The Dead Souls"". Torn by
his inner conflict with guilt and being under the pressure from the
fanatical priest, Gogol burned his manuscript. He died nine days later
in pain without having any food during his last days. In the 1931
excavation of his tomb, his body was found lying face down, which
caused suspicion that Gogol was buried alive.His style involves the elements of the fantastic and grotesque, with
the taste for the macabre and absurd, following the tradition of
E.T.A. Hoffmann. Fyodor Dostoevsky proclaimed, ""We all came out from under his Overcoat"",
referring to Gogol's influence on Russian writers. Sometimes compared
with Franz Kafka, Gogol had such followers, as Yevgeni Zamyatin, Vladimir Nabokov, and
Mikhail A. Bulgakov."
Honore_De_Balzac,"Honoré de Balzac was a French writer whose works have been made into films, such as, Кузина Бетта (1998) starring Jessica Lange, and television serials, such as Cousin Bette (1971), starring Margaret Tyzack and Helen Mirren.He was born on March 20, 1799, in Tours, France. His father, Bernard Francois Balzac, was a government regional administrator who married a daughter of his boss. The family moved to Paris in 1815. There Balzac went to the Sorbonne, matriculated in jurisprudence and became a clerk for an attorney.Balzac's efforts at publishing his early novels under a pseudonym and in his own publishing company failed, and he went into debt. His activity as a journalist brought recognition among intellectuals for his political and cultural reviews, which resonated with the mixed social expectations during the Restoration. However, with the 1830 fall of the Bourbon monarchy came the new, ""bourgeous"" (or capitalist) monarchy, a chimera doomed to fall in the 1848 revolutions that swept Europe. Such was the political background for Balzac's literary works.Balzac created the idea of a serialized cross-genre web of stories and novels, linked together as a broad historic panorama of lives and events. This idea was implemented in his ""La Comedie humane"" (""The Human Comedy""). It included about 100 stories, novels and essays, some of them unfinished. Such a vast body of handwriting could not be possible without an obsession. His plans and plots grew constantly and often changed, just to include a new idea based on a fresh gossip. Altogether his works reflected on a mosaic of life in Paris, and France in general, from the 1820s to 1850.""Les Chouans"" (1829) was a prologue to the collection of Balsac's interconnected works, known as the Human Comedy; it really opened with ""Scenes de la Vie Privee"", six Scenes From a Private Life (1830-1832) and ""La Peau de chagrin"" (The Goat-skin 1831). Balzac was writing 14 to 18 hours a day and often through the night, constantly doping himself with countless cups of coffee. He draw upon ideas from the works of Walter Scott and William Shakespeare, as in 1835's ""Le pere Goriot"" (""Father Goriot""), a ""King Lear"" type of story set in 1820s Paris. He also created many of his own purely original plots and introduced over 2,000 characters through the books of the Human Comedy. The largest ""stones"" in his pyramid of fiction are ""Eugene Grande"" (1833), a thousand-page saga; ""Les Illusions Perdues"" (""Lost Illusions""); ""Le cousin Pons"" (1847), ""La Cousine Bette"" (1848). His novel ""Eugenia Grande"" was translated into Russian in 1844 by the young writer Fyodor Dostoevsky.One year before his death, being in declining health, Balzac traveled to Poland to see his pen-friend of 15 years, Countess Evelina Hanska. She was a wealthy lady of the Polish nobility. They married in Berdichev, Russian Empire, in 1850, when Balzac had only three months left to live. He died on August 18, 1850, in Paris, and was laid to rest in the cemetery of Père Lachaise."
Ernest_Hemingway,"Ernest Hemingway was an American writer who won the Pulitzer Prize
(1953) and the Nobel Prize in Literature (1954) for his novel The Old
Man and the Sea, which was made into a 1958 film
Старик и море (1958).He was born into the hands of his physician father. He was the second
of six children of Dr. Clarence Hemingway and Grace Hemingway (the
daughter of English immigrants). His father's interests in history and
literature, as well as his outdoorsy hobbies (fishing and hunting),
became a lifestyle for Ernest. His mother was a domineering type who
wanted a daughter, not a son, and dressed Ernest as a girl and called
him Ernestine. She also had a habit of abusing his quiet father, who
suffered from diabetes, and Dr. Hemingway eventually committed suicide.
Ernest later described the community in his hometown as one having
""wide lawns and narrow minds"".In 1916 Hemingway graduated from high school and began his writing
career as a reporter for The Kansas City Star. There he adopted his
minimalist style by following the Star's style guide: ""Use short
sentences. Use short first paragraphs. Use vigorous English. Be
positive, not negative."" Six months later he joined the Ambulance Corps
in WWI and worked as an ambulance driver on the Italian front, picking
up human remains. In July 1918 he was seriously wounded by a mortar
shell, which left shrapnel in both of his legs causing him much pain
and requiring several surgeries. He was awarded the Silver Medal. Back
in America, he continued his writing career working for Toronto Star .
At that time he met Hadley Richardson and the two married in 1921.In 1921, he became a Toronto Star reporter in Paris. There he published
his first books, called ""Three Stories and Ten Poems"" (1923), and ""In
Our Time"" (1924). In Paris he met
Gertrude Stein, who introduced him to the
circle that she called the ""Lost Generation"".
F. Scott Fitzgerald,
Thornton Wilder,
Sherwood Anderson and
Ezra Pound were stimulating Hemingway's
talent. At that time he wrote ""The Sun Also Rises"" (1926), ""A Farewell
to Arms"" (1929), and a dazzling collection of Forty-Nine stories.
Hemingway also regarded the Russian writers
Lev Tolstoy,
Fyodor Dostoevsky,
Ivan Turgenev and
Anton Chekhov as important influences, and
met Pablo Picasso and other artists
through Gertrude Stein. ""A Moveable Feast"" (1964) is his classic memoir
of Paris after WWI.Hemingway participated in the Spanish Civil War and took part in the
D-Day landings during the invasion of France during World War II, in
which he not only reported the action but took part in it. In one
instance he threw three hand grenades into a bunker, killing several SS
officers. He was decorated with the Bronze Star for his action. His
military experiences were emulated in ""For Whom the Bell Tolls"" (1940)
and in several other stories. He settled near Havana, Cuba, where he
wrote his best known work, ""The Old Man and the Sea"" (1953), for which
he won a Pulitzer Prize and the Nobel Prize in Literature. This was
adapted as the film
Старик и море (1958),
for which Spencer Tracy was
nominated for an Academy Award as Best Actor, and
Dimitri Tiomkin received an Oscar for
Best Musical Score.War wounds, two plane crashes, four marriages and several affairs took
their toll on Hemingway's hereditary predispositions and contributed to
his declining health. He was diagnosed with bipolar disorder and
insomnia in his later years. His mental condition was exacerbated by
chronic alcoholism, diabetes and liver failure. After an unsuccessful
treatment with electro-convulsive therapy, he suffered severe amnesia
and his physical condition worsened. The memory loss obstructed his
writing and everyday life. He committed suicide in 1961. Posthumous
publications revealed a considerable body of his hidden writings, that
was edited by his fourth wife, Mary, and also by his son Patrick
Hemingway."
Neil_Gaiman,"Neil Gaiman is an English author of short fiction, novels, comic books, graphic novels, audio theatre, and films. He is best known for the comic book series The Sandman and novels Stardust, American Gods, Coraline, and The Graveyard Book.As a child and a teenager, Gaiman read the works of C. S. Lewis, J. R. R. Tolkien, Lewis Carroll, Mary Shelley, Rudyard Kipling, Edgar Allan Poe, and Alan Moore.Gaiman also wrote episodes of the BBC science fiction series Doctor Who, during Matt Smith's as the Doctor."
Jean_Racine,"Jean-Baptiste Racine (22 December 1639 - 21 April 1699) was a French dramatist, one of the three great playwrights of 17th-century France, along with Molière and Corneille as well as an important literary figure in the Western tradition and world literature. Racine was primarily a tragedian, producing such ""examples of neoclassical perfection"" as Phèdre, Andromaque, and Athalie. He did write one comedy, Les Plaideurs, and a muted tragedy, Esther for the young."
Albert_Camus,"Albert Camus was born on November 7, 1913, in Mondovi, Algeria. His
parents were Spanish-French-Algerian (pied noir) colonists. His father,
Lucien, died in the Battle of Marne (1914) during WWI. His
mother, named Catherine Helene Sintes was of Spanish origin, she was a
deaf mute due to a stroke, but she was able to read lips and worked as
a cleaning lady, providing for her son, who loved her to tears.Camus studied at Algiers Lycee from 1923-32, then at the University of
Algiers, from where he graduated in 1936 with a degree in philosophy.
While a student he joined the French Communist Party in 1934, but in
1936 he joined the 'Le Parti du Peuple Algerien' and was denounced by
communists as 'Trotskyite'. He was seriously influenced by the writings
of 'Andre Malraux', 'Andre Gide' and Plotinus' theory of the ""One"", which became
Camus' graduation thesis (1936).He was rejected from the French army because of tuberculosis, which he
contracted in the 1930's. His first marriage to Simone Hie, a morphine
addict, ended due to infidelity from both of them. In 1940 Camus
married a pianist and mathematician Francine Faure, whom he loved and
patiently tolerated her affair with the actress María Casares. Camus and
Francine Faure had twins born in 1945.During the Second World War Camus was a writer for 'Paris-Soir'
magazine. He was in Paris during the Wermacht occupation, and witnessed
the execution of the French communist and anti-fascist activist Gabriel
Peri by firearm, which turned Camus' mind against Nazi
Germany. He moved to Bordeaux, where he finished his early works, 'The
Stranger' and 'The Myth of Sisyphus', which opens with his famous
statement about the philosophical question of suicide, and deals with
the absurdity of existence in the meaningless struggle.Camus joined the French Resistance cell 'Combat' and edited the
eponymous paper under the pseudonym 'Beauchard'. He reported on the
fighting when Allies liberated Paris in 1944. Camus continued his work
for 'Combat' until 1947, and through this work he became acquainted
with Jean-Paul Sartre. For a couple of years Camus was a member of Sartre's
circle at the Cafe de Flore on the Boulevard St. Germain, but Camus'
criticism of communist doctrine soon alienated Sartre. He highly regarded
Franz Kafka and William Faulkner, whose 'Requiem for a Nun' he adopted into a play.Camus' lectures about French existentialism brought him on a 3-month
tour of the United States and Canada in 1946, where he spoke at several
universities. He lectured for 3 months in Brazil, Argentina and Chile
in 1949, where he became sick and almost suicidal. The return of his
tuberculosis forced Camus into seclusion from 1949-1951. It was during
those 2 years that he crystallized his analysis of rebels and
revolutions and published 'The Rebel'. The book clearly formulates his
rejection of communism as well as any violent activity under various
Utopian masks of 'social justice'.Albert Camus' desire for clarity and meaning in the world that offers
nothing, but chaos, resulted in his work on the idea of absurdism. It
was incorporated in many of his works from 'The Myth of Sisyphus'
(1942), 'The Plaque' (1947), 'The Rebel' (1951), and other works.
Camus' ideas resulted from his philosophic analysis of the diverse list
of sources from 'Epicurus' to Fyodor Dostoevsky, Friedrich Nietzsche, and 'Andre Breton', as well as
his own experiences in the war and his studies.His greatest work 'The Fall' (1956) presents the monologues of a
self-proclaimed 'judge penitent' Clamence, whose character alludes to
Zarathustra from Friedrich Nietzsche and Grand Inquisitor from the 'Karamasov
Brothers' of Fyodor Dostoevsky. Camus challenges the reader with the dilemma of
accepting the absurdity of our existence and/or learning how to deal
with it as well as with the unpredictable consequences from doing something
about it.Camus was the proponent of the idea of human rights. He resigned from
UNESCO in 1952 in protest of the UN acceptance of Spain under 'Edgar
Franco 'El General''. He protested against the Soviet crush upon
the East Berlin workers in 1953, and against the Soviet repressions in
Hungary in 1956. He was a steady supporter of pacifism and was in
opposition to capital punishment. In 1957 Camus was awarded the Nobel
Prize in Literature.He was killed in a car accident on January 4, 1960, in the small town
of Villeblevin, France, in the car driven by his publisher and close
friend Michel Gallimard, who also died in the accident."
Jean_Paul_Sartre,"Jean-Paul Charles-Aymard Sartre was born on June 21, 1905, in Paris,
France. His father, Jean-Baptiste Sartre, was an officer in the French
Navy. His mother, Anne-Marie Schweitzer, was the cousin of Nobel Prize
laureate Dr. Albert Schweitzer. Sartre was one year old when his father died. He
was raised in Meudon, at the home of his tough grandfather Charles
Schweitzer, a high school professor. His early education included
music, mathematic, and classical literature. He studied at the Lycee
Montaigne and at Lycee Henri IV in Paris. In 1917 his mother married an
engineer at the naval yards in La Rochelle. There young Sartre suffered
under his controlling stepfather, whom he called an ""intruder"". Such
experiences shaped his character to rebel against any restrictions and
domination.The happiest part of his childhood was when Sartre met Paul Nizan, who was
his classmate at the Lycee Henri IV in Paris. They became constant
companions and best friends. Sartre continued his studies in Paris at
Lycee Louis-Le-Grand, then at Ecole Normale Superieure and Sorbonne.
There Sartre advanced in his studies of philosophy, absorbing mainly
from the ""Gifford Lectures"" by Henri Bergson and ""The Principles of
Psychology"" by Harvard philosopher William James, as well as from
Immanuel Kant, Friedrich Nietzsche, Edmund Husserl, Søren Kierkegaard, Friedrich Hegel,
Karl Marx and Martin Heidegger.Sartre saw the artificiality of grown-ups in the bourgeois class as the
outcome of their spiritually destructive conformity. His Sorbonne
classmate and girlfriend Simone de Beauvoir was also an unrestricted thinker and
later one of the founders of contemporary feminism. Both learned to
hate the restrictions of upper-class life. Both favored an ""authentic
state of being"". In 1932 Sartre proposed to Beauvoir, but she turned
him down and went on teaching alone. In 1935 she introduced Sartre to
her 18-year-old student Olga Kozakiewich and the three formed the
""family"". Sartre was used by Beauvoir, who merged both relationships
into a trio, that led to an unexpected and overwhelming outcome. While
they imagined the trio would illustrate the 'authenticity' of their
relationships; in reality the inevitable competition from the younger
and independent-minded Olga became a growing threat. Beauvoir saw Olga
as an object, a mere cast member of the game. She also overestimated
her own tolerance. Eventually the trio failed before the challenge to
reciprocate in recognition of each one's ""authentic"" consciousness.
Each member wrote a different account of the same events in their
""family"" life. In Sartre's trilogy ""Les chemins de la liberte"" (The
Roads to Freedom 1945-1949) Olga is disguised as the character of
Ivich.Sartre and de Beauvoir continued experimenting with their ""open family""
by including several former students of both Beauvoir and Sartre,
forming a unique social group with Olga Kazakiewich, Nathalie Sorokine
and Jacques-Laurent Bost. The complex manner of relationships in the
""family"" was somewhat based on the intellectual connection between
students and teachers, who also shared cooking and other domestic
duties. Other family members' ""authentic"" consciousness added to social
inventiveness and developed a sort of a survival group-therapy during
the occupation of Paris in WWII. ""Existence precedes transformation of
consciousness"" - commented Sartre.In 1938 he wrote ""La Nausee"" (Nausea), which became the canonical work
of existentialism. It was partially influenced by Franz Kafka and Edmund
Husserl, reiterating the belief that human life has no purpose. The
book is set in a French town where Antoine, a 30-year-old historian, is
doing his research on an 18th-century politician. He is gradually
overtaken by a sickness he calls nausea. This alters his senses,
thoughts and emotional experiences of the past and present in an
uncommon way. Antoine is anxiously searching for the lost meaning of
things, people and events. The character of Antoine embodies Sartre's
theories of existential angst, and his own search through the chaos of
things and events; that are crowding the human life.Sartre was initially torn between his pacifism and his anti-Nazi
position. In 1939 he was drafted into the French army and assigned to
the 70th Division in Nancy, then transferred to Morsbonn military camp.
There he started writing his ""L'etre et neant"". He was captured by the
Germans and imprisoned from 1940-1941. While in prison he reread
Martin Heidegger and wrote the play ""Bariona"". In March of 1941 he escaped from
the Nazi POW camp. He and Beauvoir traveled to the south of France
where they wooed André Gide and André Malraux to their underground group,
""Socialisme et Liberte"". Their active resistance was soon tamed into
mere writing for ""Combat"", published by Albert Camus. Sartre became a
teacher in Lycee Condorcet from 1941-1944 and supported the ""family"" of
five during the occupation of Paris. At that time his opus magnum
""L'etre et neant"" (Being and Nothingness, 1943) was completed and
published. He also wrote a play, ""No Exit"", as an attempt ""to repeat
'Being and Nothingness' in different words"". It premiered in May of
1944. In 1945 Sartre with his intellectual friends co-founded ""Les
Tempes Modernes"", a leftist journal named after Charles Chaplin's film Новые времена (1936).
Sartre published Beauvoir's works first, giving her a steady platform
and publicity. In 1945 he published ""L'age de raison"" (The Age of
Reason), beginning the trilogy of ""The Roads to Freedom"".His ""Reflexions sur la question juive"" (Reflections on the Jewish
Question) was written after the liberation of Paris from the Nazi
occupation in 1944. The first part (The Portrait of the Anti-Semite)
was published in December of 1945 in Les Temps Modernes. Sartre deals
with anti-Semitism and reaction to it on all levels. In 1962 Sartre
adopted a Jewish musician, Arlette El Kaim, and later took his adopted
daughter along on his visit to Israel, where he accepted an honorary
doctorate from Hebrew University in 1976. Through his life Sartre
expressed his interest in Messianic Judaism. A few months before his
death he began a study of Jewish history. In his last interview with
his friend and associate Benny Levy, Sartre said that ""the messianic
idea is the base of the revolutionary idea"", but violent revolution is
not the way.In 1950 Sartre denounced Soviet labor camps, known as gulag prison
camps. In 1955 he and Beauvoir went on official visits to the Soviet
Union and to communist China. As left-leaning academics they accepted
the official invitations from the communist governments. Sartre and
Beauvoir met with Nikita Khrushchev. Beauvoir was commissioned by the Communist
governments to write positively about communism and the 1917
revolution. Beauvoir took their money and published her shameful book,
for which she and Sartre were ostracized in the West. In 1960 the two
visited Cuba on the invitation of Fidel Castro. ""Every man is a political
animal,"" stated Sartre when he started as an editor of La Liberacion.Sartre came to disaffection with the bourgeois lifestyle, as one of the
perpetual ceremony that can strip people from their identity. For a
similar reason he saw religion as a prison, although he was baptized
Catholic. He lived a very modest life in a small apartment which he
shared with Beauvoir on Rue Bonaparte in Montparnasse. There were
attacks on his home in 1961, most likely by right-wing elements
outraged by his position on Algerian independence (he was for it).
Sartre spoke out on behalf of the Hungarians in 1956 and on behalf of
the Czechs in 1968. He presided over the International War Crimes
Tribunal set up by Bertrand Russell in 1967. He turned down prizes and took no
money for any of his political positions; unlike his partner Beauvoir.
Such independence made his voice more credible.Jean-Paul Sartre quit writing literature after decades of success and
misunderstanding. Ambiguity of his ideas and political evolution only
reflected an effort to keep up with the rapidly changing times. His
existentialism became a philosophy of the beatniks. His works were
prohibited by the Catholic ""index"". ""If God does not exist, everything
is permitted"", quoted Sartre from Fyodor Dostoevsky. He finally renounced
literature as a ""machine for producing words"", and refused to accept
the Nobel Prize for Literature, which he was awarded in 1964. He
exhausted himself during the work on ""Critique de la raison
dialectique"" (Critique of Dialectical Reason, 1960), the work he wanted
to be remembered for. He left the unfinished massive biography of
Gustave Flaubert, and over 300 personal letters to Beauvoir, who published them
all after his death.Sartre underwent his transformation from being a disciple of Andre Gide
to a complete break-away. In his many incarnations--the philosopher,
novelist, playwright, journalist, song lyricist, magazine editor,
political activist--Sartre moved ahead by breaking old rules. He even
used hard psychotropic drugs to ""break the bones in his head"" and think
big. Sartre's opposition to the rigid social organization and
self-destructive nature of class society and inevitable fatality of the
modern world was paralleled by that of Aldous Huxley.Jean-Paul Sartre exhausted himself with overwork, stress, drugs and
alcohol. He died of edema of the lungs on April 15, 1980. His funeral
was attended by 50,000 people, when he was laid to rest in the
Cimetiere du Montparnasse in Paris, France. Six years later Beauvoir,
who refused his marriage proposal in their youth, joined him in his
grave forever."
Chingiz_Aitmatov,"Chingiz Aitmatov was a Russian-Kyrgyz writer and statesman known for
such films as
Первый учитель (1965),
Красная косынка (1977)
and Джамиля (1995).He was born Chingiz Torekulovich Aitmatov on December 12, 1928, in
Kirgizia, Soviet Union. His family was bilingual, Russian-Kyrgyz. His
father, Torekul Aitmatov, was one of the first Kyrgyz communists and a
regional party secretary. In 1937, while attending the Institute for
Red Professorship in Moscow, Torekul was arrested and executed on
charges of anti-Soviet bourgeois nationalism. Young Aitmatov was
brought up by a single mother. He attended the Russian school, then
Kyrgyz Agricultural Institute in Frunze, but changed from the study of
livestock to the study of literature at the Gorky Literature Institute
in Moscow.He made his literary debut in Russia, in 1952, with publication of his
stories in Russian. From 1958 to 1966 he was roving correspondent for
the leading Soviet Newspaper Pravda. In 1967 he became a member of the
Executive Board of the Soviet Writers Union, and in 1968 he won the
Soviet State Prize for literature for his novel Farewell, Gulsary!, a
tale of an old man reminiscing about the parallel lives of himself and
his old horse, which is dying. Aitmatov won two more State Prizes in
1977 and 1983, and was named a Hero of Socialist Labor in 1978.From 1964 to 1985 he was Chairman of the Cinema Union of Kyrgyzian SSR,
and in 1985 he was named Chairman of the Kyrgyz Writers Union. In
1990-1991 he served as an advisor to
Mikhail Gorbachev and in 1990 was
appointed Soviet Ambassabor to Luxemburg. He served as the Soviet and
then Russian ambassador to Belgium from 1990 to 1993. In 1995, he
became Kyrgyzstan's ambassador to Belgium, Luxembourg and the
Netherlands and also represented his home country in the European
Union, NATO and UNESCO. During the 1990s, Chingiz Aitmatov was member
of the Kyrgyzstan's parliament.His representative works : 'Jamila' (1958), 'The First Teacher' (1967),
'Farewell, Gyulsary!' (1967), 'The White Ship' (1972), and 'The Day
Lasts More Than a Hundred Years' (1988) were translated in more than 20
languages across the world. After the collapse of the Soviet Union in
1991, Aitmatov's novels found a new audience in the West and gained
popularity in Germany. He died of pneumonia and kidney failure on June
10, 2008, in Nuremberg, Germany, and was laid to rest in Kyrgyzstan."
John_Steinbeck,"John Steinbeck was the third of four children and the only son born to
John Ernst and Olive Hamilton Steinbeck. His father was County
Treasurer and his mother, a former schoolteacher. John graduated from
Salinas High School in 1919 and attended classes at Stanford
University, leaving in 1925 without a degree. He was variously employed
as a sales clerk, farm laborer, ranch hand and factory worker. In 1925,
he traveled by freight from Los Angeles to New York, where he was a
construction worker. From 1926-1928, he was a caretaker in Lake Tahoe,
CA. His first novel, ""Cup of Gold,"" was published in 1929. During the
1930s, he produced most of his famous novels (""To a God Unknown,""
""Tortilla Flat,"" ""In Dubious Battle,"" ""Of Mice and Men,"" and his
Pulitzer Prize-winning ""The Grapes of Wrath""). In 1941, he moved with
the singer who would become his second wife to New York City. They had
two sons, Thom (b. 1944) and John IV (b. 1946). In 1948, his close
friend Ed Ricketts died, he went through a divorce, he took a a tour of
Russia, and he was elected to the American Academy of Arts and Letters.
His wrote the screenplay for Вива Сапата! (1952), and 17 of his works have been
made into movies. He received three Academy Award nominations. He was
awarded the Nobel Prize for Literature in 1962. US President Lyndon B. Johnson
awarded him the United States Medal of Freedom in 1964, and he was
commemorated on a U.S. postage stamp on what would have been his 75th
birthday. His ashes lie in Garden of Memories Cemetery in
Salinas."
Milan_Kundera,"Milan Kundera was born on April 1st 1929 in Brno, Czechoslovakia. He
wrote his first poems during his high school years. After World War II
he worked as a jazz musician before going to college. He studied music,
film and literature at university in Prague. He moved on to become a
professor at the film faculty of the Prague Academy of Performing Arts.
He also published poems, essays and stage plays. In the same period of
time he joined the editorial staff at the literature magazines
""Literarni noviny"" and ""Listy"". Kundera joined the Communist Party in
1948, as many other Czech intellectuals did at that time. In 1950 he
got expelled from the Party because of ""individualistic tendencies"".After graduation in 1952 he was appointed lecturer in world literature
at the Film Academy. He joined the Communist Party once again and
stayed on from 1956 to 1970. In 1953 he published his first book of
poems. Kundera got known after collections of poems through his three
volumes ""Laughable Loves"", written and published between 1958 and 1968.
In his first novel, ""The Joke"" from 1967, he dealt with Stalinism.
After the Soviet invasion in the spring of 1968 Kundera lost his
permission to teach and his books were removed from all public
libraries in the country.Kundera moved to France and became a guest professor at the University
of Rennes in 1975. In 1979 he was deprived of his Czechoslovakian
citizenship by the government as a reaction to his ""Book of Laughter
and Forgetting"".The following novels were not allowed to be published in
Czechoslovakia. Since 1981 he is a French citizen. During his years in
France he has also written material in French. He resides in Paris with
his wife, Vera Hrabankova."
